x,y
0.3446615720524018,0.6721187274516234
0.31125545851528386,0.6252836995736306
0.27924126637554586,0.5951754673663496
0.28759279475982535,0.5449950803542145
0.309863537117904,0.5232502459822892
0.3474454148471616,0.5148868481469333
0.4031222707423581,0.5148868481469333
0.4420960698689957,0.5182322072810757
0.47967794759825333,0.5265956051164316
0.5047325327510918,0.5466677599212857
0.517259825327511,0.5817940308297802
0.500556768558952,0.6219383404394883
0.4699344978165939,0.6570646113479829
0.44905567685589526,0.6704460478845522
0.3975545851528385,0.6788094457199081
0.3474454148471616,0.6737914070186946
0.30012008733624457,0.6721187274516234
0.33074235807860264,0.6604099704821252
0.3780676855895197,0.6687733683174811
0.35997270742358084,0.7005542800918334
0.4420960698689957,0.7005542800918334
0.49498908296943234,0.6788094457199081
0.5214355895196507,0.6319744178419153
0.293160480349345,0.6520465726467695
0.27924126637554586,0.6336470974089865
0.3697161572052402,0.5081961298786487
0.4253930131004367,0.49816005247622164
0.46158296943231447,0.5065234503115775
0.5047325327510918,0.5282682846835027
0.37528384279475985,0.49648737290915046
0.29594432314410485,0.501505411610364
0.2653220524017468,0.5834667103968514
0.27228165938864635,0.5383043620859298
0.21938864628820964,0.7975696949819613
0.18737445414847165,0.7774975401771073
0.18598253275109172,0.7490619875368973
0.17484716157205243,0.7072449983601181
0.16927947598253276,0.6821548048540504
0.16510371179039302,0.6303017382748441
0.1706713973799127,0.5868120695309937
0.1623198689956332,0.5466677599212857
0.16092794759825327,0.5282682846835027
0.1637117903930131,0.4914693342079369
0.18598253275109172,0.45968842243358476
0.24026746724890835,0.43961626762873063
0.28620087336244543,0.42958019022630367
0.3669323144104804,0.40950803542144953
0.4768941048034935,0.4128533945555919
0.5673689956331879,0.4563430632994424
0.5910316593886463,0.4931420137750081
0.6355731441048036,0.6319744178419153
0.26393013100436685,0.8126238110856019
0.24165938864628822,0.8092784519514595
0.2917685589519651,0.8226598884880288
0.3460534934497817,0.8276779271892424
0.37389192139738,0.8276779271892424
0.3223908296943232,0.8427320432928829
0.4114737991266376,0.8260052476221712
0.4629748908296944,0.8226598884880288
0.5297871179039302,0.8025877336831748
0.579896288209607,0.7724795014758937
0.596599344978166,0.7406985897015415
0.6174781659388647,0.6855001639881928
0.6230458515283843,0.6537192522138406
0.6174781659388647,0.5935027877992785
0.6063427947598254,0.5550311577566415
0.6244377729257643,0.5617218760249262
0.6174781659388647,0.5299409642505739
0.6049508733624455,0.5199048868481468
0.5214355895196507,0.4563430632994424
0.5464901746724892,0.4262348310921613
0.5840720524017468,0.4563430632994424
0.5659770742358079,0.4914693342079369
0.5214355895196507,0.4178714332568054
0.4963810043668123,0.43627090849458827
0.4574072052401747,0.3961265988848802
0.4894213973799127,0.3894358806165955
0.4351364628820961,0.37939980321416855
0.40729803493449784,0.37103640537881266
0.41704148471615726,0.3994719580190226
0.3905949781659389,0.4061626762873073
0.36414847161572056,0.3911085601836667
0.3446615720524018,0.40114463758609376
0.32935043668122277,0.41619875368973425
0.3029039301310044,0.4212167923909478
0.2917685589519651,0.40281731715316493
0.2597543668122271,0.41452607412266307
